dialogue_id,speaker_role,s_self,s_opp,sat_opp_likert,pareto_self,pareto_opp,s_self_norm,s_opp_norm,sat_norm,penalty,integrative_potential,n_turns,Q_0.2,Q_0.5,Q_0.8,selected_0.2,selected_0.5,selected_0.8
209,mturk_agent_1,22,19,5,27,24,0.8148148148148148,0.7916666666666666,1.0,0.0,high,10,0.962962962962963,0.9074074074074074,0.8518518518518519,True,True,True
209,mturk_agent_2,19,22,5,24,27,0.7916666666666666,0.8148148148148148,1.0,0.0,high,10,0.9583333333333334,0.8958333333333333,0.8333333333333333,True,True,False
212,mturk_agent_1,18,20,5,23,23,0.782608695652174,0.8695652173913043,1.0,0.0,low,13,0.9565217391304348,0.8913043478260869,0.8260869565217391,True,True,False
212,mturk_agent_2,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,13,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
214,mturk_agent_1,18,19,4,23,23,0.782608695652174,0.8260869565217391,0.75,0.0,low,11,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
214,mturk_agent_2,19,18,5,23,23,0.8260869565217391,0.782608695652174,1.0,0.0,low,11,0.9652173913043479,0.9130434782608696,0.8608695652173913,True,True,True
215,mturk_agent_1,9,27,5,21,21,0.42857142857142855,1.2857142857142858,1.0,0.0,low,13,0.8857142857142858,0.7142857142857143,0.5428571428571428,False,False,False
215,mturk_agent_2,27,9,4,21,21,1.2857142857142858,0.42857142857142855,0.75,0.0,low,13,0.8571428571428572,1.0178571428571428,1.1785714285714286,False,True,True
216,mturk_agent_1,18,22,5,27,24,0.6666666666666666,0.9166666666666666,1.0,0.0,high,12,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
216,mturk_agent_2,22,18,4,24,27,0.9166666666666666,0.6666666666666666,0.75,0.0,high,12,0.7833333333333334,0.8333333333333333,0.8833333333333333,False,False,True
217,mturk_agent_1,19,17,3,21,21,0.9047619047619048,0.8095238095238095,0.5,0.0,low,15,0.580952380952381,0.7023809523809523,0.8238095238095239,False,False,False
217,mturk_agent_2,17,19,4,21,21,0.8095238095238095,0.9047619047619048,0.75,0.0,low,15,0.761904761904762,0.7797619047619048,0.7976190476190477,False,False,False
218,mturk_agent_1,25,14,5,24,27,1.0416666666666667,0.5185185185185185,1.0,0.0,high,10,1.0083333333333333,1.0208333333333335,1.0333333333333334,True,True,True
218,mturk_agent_2,14,25,5,27,24,0.5185185185185185,1.0416666666666667,1.0,0.0,high,10,0.9037037037037038,0.7592592592592593,0.6148148148148147,False,False,False
219,mturk_agent_1,22,17,4,23,23,0.9565217391304348,0.7391304347826086,0.75,0.0,low,10,0.791304347826087,0.8532608695652174,0.9152173913043478,False,False,True
219,mturk_agent_2,17,22,4,23,23,0.7391304347826086,0.9565217391304348,0.75,0.0,low,10,0.7478260869565219,0.7445652173913043,0.741304347826087,False,False,False
220,mturk_agent_1,16,20,5,21,21,0.7619047619047619,0.9523809523809523,1.0,0.0,low,10,0.9523809523809524,0.8809523809523809,0.8095238095238095,True,True,False
220,mturk_agent_2,20,16,5,21,21,0.9523809523809523,0.7619047619047619,1.0,0.0,low,10,0.9904761904761905,0.9761904761904762,0.9619047619047618,True,True,True
222,mturk_agent_1,23,19,5,27,27,0.8518518518518519,0.7037037037037037,1.0,0.0,high,11,0.9703703703703704,0.9259259259259259,0.8814814814814815,True,True,True
222,mturk_agent_2,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,11,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
223,mturk_agent_1,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,11,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
223,mturk_agent_2,23,19,5,27,27,0.8518518518518519,0.7037037037037037,1.0,0.0,high,11,0.9703703703703704,0.9259259259259259,0.8814814814814815,True,True,True
224,mturk_agent_1,23,14,5,24,24,0.9583333333333334,0.5833333333333334,1.0,0.0,high,10,0.9916666666666667,0.9791666666666667,0.9666666666666667,True,True,True
224,mturk_agent_2,14,23,5,24,24,0.5833333333333334,0.9583333333333334,1.0,0.0,high,10,0.9166666666666667,0.7916666666666667,0.6666666666666667,False,False,False
225,mturk_agent_1,19,17,5,21,21,0.9047619047619048,0.8095238095238095,1.0,0.0,low,12,0.980952380952381,0.9523809523809523,0.9238095238095239,True,True,True
225,mturk_agent_2,17,19,4,21,21,0.8095238095238095,0.9047619047619048,0.75,0.0,low,12,0.761904761904762,0.7797619047619048,0.7976190476190477,False,False,False
226,mturk_agent_1,18,20,4,23,23,0.782608695652174,0.8695652173913043,0.75,0.0,low,11,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
226,mturk_agent_2,20,18,5,23,23,0.8695652173913043,0.782608695652174,1.0,0.0,low,11,0.9739130434782609,0.9347826086956521,0.8956521739130434,True,True,True
227,mturk_agent_1,16,21,4,23,23,0.6956521739130435,0.9130434782608695,0.75,0.0,low,20,0.7391304347826088,0.7228260869565217,0.7065217391304348,False,False,False
227,mturk_agent_2,21,16,1,23,23,0.9130434782608695,0.6956521739130435,0.0,0.0,low,20,0.1826086956521739,0.45652173913043476,0.7304347826086957,False,False,False
228,mturk_agent_1,17,20,5,27,24,0.6296296296296297,0.8333333333333334,1.0,0.0,high,10,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
228,mturk_agent_2,20,17,4,24,27,0.8333333333333334,0.6296296296296297,0.75,0.0,high,10,0.7666666666666668,0.7916666666666667,0.8166666666666667,False,False,False
230,mturk_agent_1,17,20,4,24,24,0.7083333333333334,0.8333333333333334,0.75,0.0,high,10,0.7416666666666668,0.7291666666666667,0.7166666666666668,False,False,False
230,mturk_agent_2,20,17,5,24,24,0.8333333333333334,0.7083333333333334,1.0,0.0,high,10,0.9666666666666668,0.9166666666666667,0.8666666666666667,True,True,True
232,mturk_agent_1,18,22,5,27,27,0.6666666666666666,0.8148148148148148,1.0,0.0,high,11,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
232,mturk_agent_2,22,18,4,27,27,0.8148148148148148,0.6666666666666666,0.75,0.0,high,11,0.7629629629629631,0.7824074074074074,0.8018518518518518,False,False,False
233,mturk_agent_1,18,20,5,23,23,0.782608695652174,0.8695652173913043,1.0,0.0,low,10,0.9565217391304348,0.8913043478260869,0.8260869565217391,True,True,False
233,mturk_agent_2,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,10,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
234,mturk_agent_1,20,18,2,23,23,0.8695652173913043,0.782608695652174,0.25,0.0,low,12,0.3739130434782609,0.5597826086956521,0.7456521739130435,False,False,False
234,mturk_agent_2,18,20,2,23,23,0.782608695652174,0.8695652173913043,0.25,0.0,low,12,0.35652173913043483,0.5163043478260869,0.6760869565217391,False,False,False
235,mturk_agent_1,20,16,4,21,21,0.9523809523809523,0.7619047619047619,0.75,0.0,low,16,0.7904761904761906,0.8511904761904762,0.9119047619047618,False,False,True
235,mturk_agent_2,16,20,5,21,21,0.7619047619047619,0.9523809523809523,1.0,0.0,low,16,0.9523809523809524,0.8809523809523809,0.8095238095238095,True,True,False
236,mturk_agent_1,23,17,5,24,27,0.9583333333333334,0.6296296296296297,1.0,0.0,high,10,0.9916666666666667,0.9791666666666667,0.9666666666666667,True,True,True
236,mturk_agent_2,17,23,5,27,24,0.6296296296296297,0.9583333333333334,1.0,0.0,high,10,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
237,mturk_agent_1,18,20,4,23,23,0.782608695652174,0.8695652173913043,0.75,0.0,low,13,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
237,mturk_agent_2,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,13,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
238,mturk_agent_1,19,17,5,23,23,0.8260869565217391,0.7391304347826086,1.0,0.0,low,14,0.9652173913043479,0.9130434782608696,0.8608695652173913,True,True,True
238,mturk_agent_2,17,19,2,23,23,0.7391304347826086,0.8260869565217391,0.25,0.0,low,14,0.34782608695652173,0.4945652173913043,0.6413043478260869,False,False,False
239,mturk_agent_1,15,21,5,21,21,0.7142857142857143,1.0,1.0,0.0,low,11,0.942857142857143,0.8571428571428572,0.7714285714285715,False,False,False
239,mturk_agent_2,21,15,5,21,21,1.0,0.7142857142857143,1.0,0.0,low,11,1.0,1.0,1.0,True,True,True
240,mturk_agent_1,20,16,4,21,21,0.9523809523809523,0.7619047619047619,0.75,0.0,low,15,0.7904761904761906,0.8511904761904762,0.9119047619047618,False,False,True
240,mturk_agent_2,16,20,5,21,21,0.7619047619047619,0.9523809523809523,1.0,0.0,low,15,0.9523809523809524,0.8809523809523809,0.8095238095238095,True,True,False
242,mturk_agent_1,19,17,4,21,21,0.9047619047619048,0.8095238095238095,0.75,0.0,low,10,0.7809523809523811,0.8273809523809523,0.8738095238095238,False,False,True
242,mturk_agent_2,17,19,4,21,21,0.8095238095238095,0.9047619047619048,0.75,0.0,low,10,0.761904761904762,0.7797619047619048,0.7976190476190477,False,False,False
243,mturk_agent_1,20,17,2,24,27,0.8333333333333334,0.6296296296296297,0.25,0.0,high,27,0.3666666666666667,0.5416666666666667,0.7166666666666668,False,False,False
243,mturk_agent_2,17,20,4,27,24,0.6296296296296297,0.8333333333333334,0.75,0.0,high,27,0.7259259259259261,0.6898148148148149,0.6537037037037037,False,False,False
244,mturk_agent_1,23,14,3,24,24,0.9583333333333334,0.5833333333333334,0.5,0.0,high,10,0.5916666666666667,0.7291666666666667,0.8666666666666667,False,False,True
244,mturk_agent_2,14,23,5,24,24,0.5833333333333334,0.9583333333333334,1.0,0.0,high,10,0.9166666666666667,0.7916666666666667,0.6666666666666667,False,False,False
245,mturk_agent_1,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,10,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
245,mturk_agent_2,23,19,4,27,27,0.8518518518518519,0.7037037037037037,0.75,0.0,high,10,0.7703703703703705,0.8009259259259259,0.8314814814814815,False,False,False
246,mturk_agent_1,21,17,4,27,24,0.7777777777777778,0.7083333333333334,0.75,0.0,high,11,0.7555555555555556,0.7638888888888888,0.7722222222222221,False,False,False
246,mturk_agent_2,17,21,5,24,27,0.7083333333333334,0.7777777777777778,1.0,0.0,high,11,0.9416666666666668,0.8541666666666667,0.7666666666666667,False,False,False
248,mturk_agent_1,17,19,5,21,21,0.8095238095238095,0.9047619047619048,1.0,0.0,low,10,0.9619047619047619,0.9047619047619048,0.8476190476190476,True,True,False
248,mturk_agent_2,19,17,4,21,21,0.9047619047619048,0.8095238095238095,0.75,0.0,low,10,0.7809523809523811,0.8273809523809523,0.8738095238095238,False,False,True
249,mturk_agent_1,18,18,4,21,21,0.8571428571428571,0.8571428571428571,0.75,0.0,low,12,0.7714285714285716,0.8035714285714286,0.8357142857142856,False,False,False
249,mturk_agent_2,18,18,5,21,21,0.8571428571428571,0.8571428571428571,1.0,0.0,low,12,0.9714285714285715,0.9285714285714286,0.8857142857142857,True,True,True
250,mturk_agent_1,19,17,2,23,23,0.8260869565217391,0.7391304347826086,0.25,0.0,low,12,0.3652173913043478,0.5380434782608696,0.7108695652173913,False,False,False
250,mturk_agent_2,17,19,5,23,23,0.7391304347826086,0.8260869565217391,1.0,0.0,low,12,0.9478260869565218,0.8695652173913043,0.7913043478260869,True,False,False
251,mturk_agent_1,18,22,5,27,27,0.6666666666666666,0.8148148148148148,1.0,0.0,high,10,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
251,mturk_agent_2,22,18,4,27,27,0.8148148148148148,0.6666666666666666,0.75,0.0,high,10,0.7629629629629631,0.7824074074074074,0.8018518518518518,False,False,False
252,mturk_agent_1,17,19,4,23,23,0.7391304347826086,0.8260869565217391,0.75,0.0,low,15,0.7478260869565219,0.7445652173913043,0.741304347826087,False,False,False
252,mturk_agent_2,19,17,4,23,23,0.8260869565217391,0.7391304347826086,0.75,0.0,low,15,0.765217391304348,0.7880434782608696,0.8108695652173914,False,False,False
253,mturk_agent_1,14,25,4,27,24,0.5185185185185185,1.0416666666666667,0.75,0.0,high,10,0.7037037037037038,0.6342592592592593,0.5648148148148148,False,False,False
253,mturk_agent_2,25,14,5,24,27,1.0416666666666667,0.5185185185185185,1.0,0.0,high,10,1.0083333333333333,1.0208333333333335,1.0333333333333334,True,True,True
254,mturk_agent_1,19,21,4,27,24,0.7037037037037037,0.875,0.75,0.0,high,10,0.7407407407407408,0.7268518518518519,0.712962962962963,False,False,False
254,mturk_agent_2,21,19,5,24,27,0.875,0.7037037037037037,1.0,0.0,high,10,0.9750000000000001,0.9375,0.9,True,True,True
255,mturk_agent_1,21,17,4,27,24,0.7777777777777778,0.7083333333333334,0.75,0.0,high,10,0.7555555555555556,0.7638888888888888,0.7722222222222221,False,False,False
255,mturk_agent_2,17,21,5,24,27,0.7083333333333334,0.7777777777777778,1.0,0.0,high,10,0.9416666666666668,0.8541666666666667,0.7666666666666667,False,False,False
256,mturk_agent_1,20,17,5,24,24,0.8333333333333334,0.7083333333333334,1.0,0.0,high,11,0.9666666666666668,0.9166666666666667,0.8666666666666667,True,True,True
256,mturk_agent_2,17,20,5,24,24,0.7083333333333334,0.8333333333333334,1.0,0.0,high,11,0.9416666666666668,0.8541666666666667,0.7666666666666667,False,False,False
257,mturk_agent_1,17,19,5,23,23,0.7391304347826086,0.8260869565217391,1.0,0.0,low,10,0.9478260869565218,0.8695652173913043,0.7913043478260869,True,False,False
257,mturk_agent_2,19,17,5,23,23,0.8260869565217391,0.7391304347826086,1.0,0.0,low,10,0.9652173913043479,0.9130434782608696,0.8608695652173913,True,True,True
258,mturk_agent_1,18,20,5,23,23,0.782608695652174,0.8695652173913043,1.0,0.0,low,10,0.9565217391304348,0.8913043478260869,0.8260869565217391,True,True,False
258,mturk_agent_2,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,10,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
259,mturk_agent_1,20,18,2,27,24,0.7407407407407407,0.75,0.25,0.0,high,12,0.34814814814814815,0.49537037037037035,0.6425925925925926,False,False,False
259,mturk_agent_2,18,20,5,24,27,0.75,0.7407407407407407,1.0,0.0,high,12,0.9500000000000001,0.875,0.8,True,True,False
262,mturk_agent_1,18,20,4,23,23,0.782608695652174,0.8695652173913043,0.75,0.0,low,12,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
262,mturk_agent_2,20,18,5,23,23,0.8695652173913043,0.782608695652174,1.0,0.0,low,12,0.9739130434782609,0.9347826086956521,0.8956521739130434,True,True,True
263,mturk_agent_1,19,17,5,23,23,0.8260869565217391,0.7391304347826086,1.0,0.0,low,10,0.9652173913043479,0.9130434782608696,0.8608695652173913,True,True,True
263,mturk_agent_2,17,19,5,23,23,0.7391304347826086,0.8260869565217391,1.0,0.0,low,10,0.9478260869565218,0.8695652173913043,0.7913043478260869,True,False,False
264,mturk_agent_1,17,20,4,27,24,0.6296296296296297,0.8333333333333334,0.75,0.0,high,10,0.7259259259259261,0.6898148148148149,0.6537037037037037,False,False,False
264,mturk_agent_2,20,17,5,24,27,0.8333333333333334,0.6296296296296297,1.0,0.0,high,10,0.9666666666666668,0.9166666666666667,0.8666666666666667,True,True,True
265,mturk_agent_1,18,20,3,23,23,0.782608695652174,0.8695652173913043,0.5,0.0,low,10,0.5565217391304348,0.6413043478260869,0.7260869565217392,False,False,False
265,mturk_agent_2,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,10,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
266,mturk_agent_1,18,23,5,24,27,0.75,0.8518518518518519,1.0,0.0,high,10,0.9500000000000001,0.875,0.8,True,True,False
266,mturk_agent_2,23,18,4,27,24,0.8518518518518519,0.75,0.75,0.0,high,10,0.7703703703703705,0.8009259259259259,0.8314814814814815,False,False,False
267,mturk_agent_1,17,19,4,21,21,0.8095238095238095,0.9047619047619048,0.75,0.0,low,12,0.761904761904762,0.7797619047619048,0.7976190476190477,False,False,False
267,mturk_agent_2,19,17,4,21,21,0.9047619047619048,0.8095238095238095,0.75,0.0,low,12,0.7809523809523811,0.8273809523809523,0.8738095238095238,False,False,True
268,mturk_agent_1,17,20,5,27,24,0.6296296296296297,0.8333333333333334,1.0,0.0,high,16,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
268,mturk_agent_2,20,17,5,24,27,0.8333333333333334,0.6296296296296297,1.0,0.0,high,16,0.9666666666666668,0.9166666666666667,0.8666666666666667,True,True,True
269,mturk_agent_1,14,25,4,27,24,0.5185185185185185,1.0416666666666667,0.75,0.0,high,11,0.7037037037037038,0.6342592592592593,0.5648148148148148,False,False,False
269,mturk_agent_2,25,14,2,24,27,1.0416666666666667,0.5185185185185185,0.25,0.0,high,11,0.4083333333333334,0.6458333333333334,0.8833333333333335,False,False,True
270,mturk_agent_1,23,19,3,27,27,0.8518518518518519,0.7037037037037037,0.5,0.0,high,11,0.5703703703703704,0.6759259259259259,0.7814814814814816,False,False,False
270,mturk_agent_2,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,11,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
271,mturk_agent_1,23,14,4,24,24,0.9583333333333334,0.5833333333333334,0.75,0.0,high,16,0.7916666666666667,0.8541666666666667,0.9166666666666667,False,False,True
271,mturk_agent_2,14,23,5,24,24,0.5833333333333334,0.9583333333333334,1.0,0.0,high,16,0.9166666666666667,0.7916666666666667,0.6666666666666667,False,False,False
272,mturk_agent_1,17,19,5,21,21,0.8095238095238095,0.9047619047619048,1.0,0.0,low,11,0.9619047619047619,0.9047619047619048,0.8476190476190476,True,True,False
272,mturk_agent_2,19,17,4,21,21,0.9047619047619048,0.8095238095238095,0.75,0.0,low,11,0.7809523809523811,0.8273809523809523,0.8738095238095238,False,False,True
273,mturk_agent_1,16,20,4,21,21,0.7619047619047619,0.9523809523809523,0.75,0.0,low,10,0.7523809523809525,0.7559523809523809,0.7595238095238095,False,False,False
273,mturk_agent_2,20,16,2,21,21,0.9523809523809523,0.7619047619047619,0.25,0.0,low,10,0.3904761904761905,0.6011904761904762,0.8119047619047619,False,False,False
274,mturk_agent_1,23,19,5,27,27,0.8518518518518519,0.7037037037037037,1.0,0.0,high,12,0.9703703703703704,0.9259259259259259,0.8814814814814815,True,True,True
274,mturk_agent_2,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,12,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
275,mturk_agent_1,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,10,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
275,mturk_agent_2,18,20,4,23,23,0.782608695652174,0.8695652173913043,0.75,0.0,low,10,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
276,mturk_agent_1,17,19,4,21,21,0.8095238095238095,0.9047619047619048,0.75,0.0,low,10,0.761904761904762,0.7797619047619048,0.7976190476190477,False,False,False
276,mturk_agent_2,19,17,5,21,21,0.9047619047619048,0.8095238095238095,1.0,0.0,low,10,0.980952380952381,0.9523809523809523,0.9238095238095239,True,True,True
277,mturk_agent_1,22,14,3,21,21,1.0476190476190477,0.6666666666666666,0.5,0.0,low,11,0.6095238095238096,0.7738095238095238,0.9380952380952382,False,False,True
277,mturk_agent_2,14,22,5,21,21,0.6666666666666666,1.0476190476190477,1.0,0.0,low,11,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
278,mturk_agent_1,19,17,4,21,21,0.9047619047619048,0.8095238095238095,0.75,0.0,low,10,0.7809523809523811,0.8273809523809523,0.8738095238095238,False,False,True
278,mturk_agent_2,17,19,5,21,21,0.8095238095238095,0.9047619047619048,1.0,0.0,low,10,0.9619047619047619,0.9047619047619048,0.8476190476190476,True,True,False
279,mturk_agent_1,21,15,4,21,21,1.0,0.7142857142857143,0.75,0.0,low,10,0.8,0.875,0.95,False,True,True
279,mturk_agent_2,15,21,2,21,21,0.7142857142857143,1.0,0.25,0.0,low,10,0.34285714285714286,0.48214285714285715,0.6214285714285714,False,False,False
280,mturk_agent_1,16,21,5,23,23,0.6956521739130435,0.9130434782608695,1.0,0.0,low,11,0.9391304347826087,0.8478260869565217,0.7565217391304347,False,False,False
280,mturk_agent_2,21,16,5,23,23,0.9130434782608695,0.6956521739130435,1.0,0.0,low,11,0.982608695652174,0.9565217391304348,0.9304347826086956,True,True,True
282,mturk_agent_1,16,20,3,21,21,0.7619047619047619,0.9523809523809523,0.5,0.0,low,11,0.5523809523809524,0.6309523809523809,0.7095238095238096,False,False,False
282,mturk_agent_2,20,16,5,21,21,0.9523809523809523,0.7619047619047619,1.0,0.0,low,11,0.9904761904761905,0.9761904761904762,0.9619047619047618,True,True,True
283,mturk_agent_1,17,19,4,21,21,0.8095238095238095,0.9047619047619048,0.75,0.0,low,10,0.761904761904762,0.7797619047619048,0.7976190476190477,False,False,False
283,mturk_agent_2,19,17,5,21,21,0.9047619047619048,0.8095238095238095,1.0,0.0,low,10,0.980952380952381,0.9523809523809523,0.9238095238095239,True,True,True
284,mturk_agent_1,17,19,4,23,23,0.7391304347826086,0.8260869565217391,0.75,0.0,low,10,0.7478260869565219,0.7445652173913043,0.741304347826087,False,False,False
284,mturk_agent_2,19,17,4,23,23,0.8260869565217391,0.7391304347826086,0.75,0.0,low,10,0.765217391304348,0.7880434782608696,0.8108695652173914,False,False,False
285,mturk_agent_1,20,18,4,23,23,0.8695652173913043,0.782608695652174,0.75,0.0,low,10,0.773913043478261,0.8097826086956521,0.8456521739130434,False,False,False
285,mturk_agent_2,18,20,4,23,23,0.782608695652174,0.8695652173913043,0.75,0.0,low,10,0.7565217391304349,0.7663043478260869,0.7760869565217392,False,False,False
286,mturk_agent_1,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,10,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
286,mturk_agent_2,23,19,5,27,27,0.8518518518518519,0.7037037037037037,1.0,0.0,high,10,0.9703703703703704,0.9259259259259259,0.8814814814814815,True,True,True
288,mturk_agent_1,21,17,4,27,27,0.7777777777777778,0.6296296296296297,0.75,0.0,high,13,0.7555555555555556,0.7638888888888888,0.7722222222222221,False,False,False
288,mturk_agent_2,17,21,5,27,27,0.6296296296296297,0.7777777777777778,1.0,0.0,high,13,0.925925925925926,0.8148148148148149,0.7037037037037037,False,False,False
290,mturk_agent_1,16,22,5,24,24,0.6666666666666666,0.9166666666666666,1.0,0.0,high,10,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
290,mturk_agent_2,22,16,2,24,24,0.9166666666666666,0.6666666666666666,0.25,0.0,high,10,0.38333333333333336,0.5833333333333333,0.7833333333333334,False,False,False
291,mturk_agent_1,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,10,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
291,mturk_agent_2,23,19,4,27,27,0.8518518518518519,0.7037037037037037,0.75,0.0,high,10,0.7703703703703705,0.8009259259259259,0.8314814814814815,False,False,False
292,mturk_agent_1,17,20,5,24,24,0.7083333333333334,0.8333333333333334,1.0,0.0,high,12,0.9416666666666668,0.8541666666666667,0.7666666666666667,False,False,False
292,mturk_agent_2,20,17,2,24,24,0.8333333333333334,0.7083333333333334,0.25,0.0,high,12,0.3666666666666667,0.5416666666666667,0.7166666666666668,False,False,False
293,mturk_agent_1,16,20,4,21,21,0.7619047619047619,0.9523809523809523,0.75,0.0,low,14,0.7523809523809525,0.7559523809523809,0.7595238095238095,False,False,False
293,mturk_agent_2,20,16,4,21,21,0.9523809523809523,0.7619047619047619,0.75,0.0,low,14,0.7904761904761906,0.8511904761904762,0.9119047619047618,False,False,True
294,mturk_agent_1,20,17,2,24,24,0.8333333333333334,0.7083333333333334,0.25,0.0,high,11,0.3666666666666667,0.5416666666666667,0.7166666666666668,False,False,False
294,mturk_agent_2,17,20,3,24,24,0.7083333333333334,0.8333333333333334,0.5,0.0,high,11,0.5416666666666667,0.6041666666666667,0.6666666666666667,False,False,False
295,mturk_agent_1,20,16,2,21,21,0.9523809523809523,0.7619047619047619,0.25,0.0,low,13,0.3904761904761905,0.6011904761904762,0.8119047619047619,False,False,False
295,mturk_agent_2,16,20,5,21,21,0.7619047619047619,0.9523809523809523,1.0,0.0,low,13,0.9523809523809524,0.8809523809523809,0.8095238095238095,True,True,False
296,mturk_agent_1,21,17,2,27,27,0.7777777777777778,0.6296296296296297,0.25,0.0,high,14,0.35555555555555557,0.5138888888888888,0.6722222222222223,False,False,False
296,mturk_agent_2,17,21,4,27,27,0.6296296296296297,0.7777777777777778,0.75,0.0,high,14,0.7259259259259261,0.6898148148148149,0.6537037037037037,False,False,False
297,mturk_agent_1,11,23,4,27,27,0.4074074074074074,0.8518518518518519,0.75,0.0,high,19,0.6814814814814816,0.5787037037037037,0.4759259259259259,False,False,False
297,mturk_agent_2,23,11,1,27,27,0.8518518518518519,0.4074074074074074,0.0,0.0,high,19,0.1703703703703704,0.42592592592592593,0.6814814814814816,False,False,False
299,mturk_agent_1,20,16,5,21,21,0.9523809523809523,0.7619047619047619,1.0,0.0,low,15,0.9904761904761905,0.9761904761904762,0.9619047619047618,True,True,True
299,mturk_agent_2,16,20,4,21,21,0.7619047619047619,0.9523809523809523,0.75,0.0,low,15,0.7523809523809525,0.7559523809523809,0.7595238095238095,False,False,False
300,mturk_agent_1,18,18,4,21,21,0.8571428571428571,0.8571428571428571,0.75,0.0,low,10,0.7714285714285716,0.8035714285714286,0.8357142857142856,False,False,False
300,mturk_agent_2,18,18,1,21,21,0.8571428571428571,0.8571428571428571,0.0,0.0,low,10,0.17142857142857143,0.42857142857142855,0.6857142857142857,False,False,False
301,mturk_agent_1,23,17,4,24,27,0.9583333333333334,0.6296296296296297,0.75,0.0,high,12,0.7916666666666667,0.8541666666666667,0.9166666666666667,False,False,True
301,mturk_agent_2,17,23,4,27,24,0.6296296296296297,0.9583333333333334,0.75,0.0,high,12,0.7259259259259261,0.6898148148148149,0.6537037037037037,False,False,False
303,mturk_agent_1,22,18,4,24,27,0.9166666666666666,0.6666666666666666,0.75,0.0,high,12,0.7833333333333334,0.8333333333333333,0.8833333333333333,False,False,True
303,mturk_agent_2,18,22,5,27,24,0.6666666666666666,0.9166666666666666,1.0,0.0,high,12,0.9333333333333333,0.8333333333333333,0.7333333333333333,False,False,False
304,mturk_agent_1,19,21,4,27,24,0.7037037037037037,0.875,0.75,0.0,high,11,0.7407407407407408,0.7268518518518519,0.712962962962963,False,False,False
304,mturk_agent_2,21,19,4,24,27,0.875,0.7037037037037037,0.75,0.0,high,11,0.7750000000000001,0.8125,0.8500000000000001,False,False,True
305,mturk_agent_1,19,23,5,27,27,0.7037037037037037,0.8518518518518519,1.0,0.0,high,13,0.9407407407407408,0.8518518518518519,0.762962962962963,False,False,False
305,mturk_agent_2,23,19,5,27,27,0.8518518518518519,0.7037037037037037,1.0,0.0,high,13,0.9703703703703704,0.9259259259259259,0.8814814814814815,True,True,True
306,mturk_agent_1,15,27,5,27,27,0.5555555555555556,1.0,1.0,0.0,high,11,0.9111111111111112,0.7777777777777778,0.6444444444444444,False,False,False
306,mturk_agent_2,27,15,5,27,27,1.0,0.5555555555555556,1.0,0.0,high,11,1.0,1.0,1.0,True,True,True
307,mturk_agent_1,17,19,5,23,23,0.7391304347826086,0.8260869565217391,1.0,0.0,low,11,0.9478260869565218,0.8695652173913043,0.7913043478260869,True,False,False
