dialogue_id,role,utterance_count,extraversion,agreeableness,conscientiousness,emotional-stability,openness-to-experiences,freq_small-talk,count_small-talk,freq_self-need,count_self-need,freq_other-need,count_other-need,freq_no-need,count_no-need,freq_elicit-pref,count_elicit-pref,freq_promote-coordination,count_promote-coordination,freq_vouch-fair,count_vouch-fair,freq_showing-empathy,count_showing-empathy,freq_uv-part,count_uv-part,freq_non-strategic,count_non-strategic
214,mturk_agent_1,5,3.0,5.0,3.5,4.5,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
215,mturk_agent_2,7,3.0,6.0,4.5,3.0,4.5,0.42857142857142855,3,0.14285714285714285,1,0.0,0,0.0,0,0.2857142857142857,2,0.2857142857142857,2,0.0,0,0.0,0,0.0,0,0.14285714285714285,1
215,mturk_agent_1,6,5.5,6.0,7.0,5.5,5.0,0.5,3,0.5,3,0.0,0,0.16666666666666666,1,0.0,0,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0
216,mturk_agent_2,6,7.0,7.0,7.0,7.0,7.0,0.3333333333333333,2,0.16666666666666666,1,0.0,0,0.16666666666666666,1,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.0,0,0.3333333333333333,2
216,mturk_agent_1,6,3.5,5.0,6.0,6.0,4.0,0.16666666666666666,1,0.0,0,0.0,0,0.0,0,0.16666666666666666,1,0.3333333333333333,2,0.0,0,0.0,0,0.0,0,0.3333333333333333,2
217,mturk_agent_2,8,6.0,6.0,7.0,6.5,2.5,0.5,4,0.0,0,0.125,1,0.0,0,0.125,1,0.375,3,0.0,0,0.125,1,0.0,0,0.125,1
217,mturk_agent_1,7,2.5,5.0,5.5,4.0,4.5,0.2857142857142857,2,0.42857142857142855,3,0.14285714285714285,1,0.0,0,0.14285714285714285,1,0.0,0,0.14285714285714285,1,0.14285714285714285,1,0.0,0,0.14285714285714285,1
218,mturk_agent_2,5,2.0,6.0,6.0,3.0,3.0,0.2,1,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2,0.0,0,0.4,2
218,mturk_agent_1,5,6.0,4.0,6.0,3.5,6.5,0.2,1,0.4,2,0.4,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.4,2
219,mturk_agent_2,5,5.5,7.0,7.0,7.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
219,mturk_agent_1,5,2.0,4.0,5.5,6.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
220,mturk_agent_2,5,2.5,5.5,6.0,4.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
220,mturk_agent_1,5,5.0,5.0,6.5,6.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
222,mturk_agent_1,6,5.5,3.0,3.5,2.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
222,mturk_agent_2,5,7.0,5.0,7.0,4.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
223,mturk_agent_2,6,3.5,6.0,4.0,5.5,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
223,mturk_agent_1,5,6.5,7.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
224,mturk_agent_2,5,1.5,6.5,3.5,4.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
224,mturk_agent_1,5,6.5,6.0,2.0,6.5,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
225,mturk_agent_2,6,4.0,4.0,5.0,2.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
225,mturk_agent_1,6,2.0,4.0,6.0,4.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
226,mturk_agent_1,6,5.5,6.0,6.5,6.5,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
226,mturk_agent_2,5,1.0,7.0,7.0,6.5,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
227,mturk_agent_2,10,1.0,3.5,6.5,4.5,2.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
227,mturk_agent_1,10,4.5,7.0,7.0,5.5,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
228,mturk_agent_1,5,5.5,5.0,6.5,5.5,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
228,mturk_agent_2,5,4.0,7.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
230,mturk_agent_1,5,7.0,7.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
230,mturk_agent_2,5,3.0,3.5,4.0,3.5,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
232,mturk_agent_2,6,3.0,7.0,7.0,4.5,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
232,mturk_agent_1,5,4.5,3.5,4.0,4.5,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
233,mturk_agent_1,5,2.0,6.5,6.5,5.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
233,mturk_agent_2,5,5.0,7.0,4.0,6.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
234,mturk_agent_1,6,4.0,6.0,6.0,6.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
234,mturk_agent_2,6,1.0,4.5,6.0,7.0,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
235,mturk_agent_1,8,4.0,7.0,6.5,4.5,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
235,mturk_agent_2,8,5.0,6.0,6.5,6.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
236,mturk_agent_1,5,5.5,4.5,7.0,5.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
236,mturk_agent_2,5,1.0,7.0,7.0,5.0,1.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
237,mturk_agent_2,7,5.5,6.0,6.5,5.5,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
237,mturk_agent_1,6,2.5,6.0,6.0,2.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
238,mturk_agent_1,7,3.5,7.0,7.0,7.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
238,mturk_agent_2,7,3.5,4.0,6.5,6.5,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
239,mturk_agent_1,6,4.5,4.0,3.5,3.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
239,mturk_agent_2,5,4.5,6.0,7.0,6.5,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
240,mturk_agent_2,7,7.0,6.5,5.0,6.5,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
240,mturk_agent_1,8,1.5,6.5,4.0,1.5,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
242,mturk_agent_2,5,5.5,4.5,6.5,3.5,2.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
242,mturk_agent_1,5,4.0,4.0,5.0,2.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
243,mturk_agent_2,14,6.5,7.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
243,mturk_agent_1,13,2.0,4.5,5.5,6.5,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
244,mturk_agent_2,5,7.0,7.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
244,mturk_agent_1,5,2.0,2.5,6.5,5.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
245,mturk_agent_1,5,5.5,4.5,6.5,3.5,2.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
245,mturk_agent_2,5,1.0,6.0,4.5,3.5,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
246,mturk_agent_1,6,4.5,4.5,4.5,5.5,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
246,mturk_agent_2,5,6.0,2.0,7.0,7.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
248,mturk_agent_1,5,1.5,7.0,7.0,7.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
248,mturk_agent_2,5,1.5,7.0,7.0,4.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
249,mturk_agent_2,6,2.0,6.0,6.0,2.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
249,mturk_agent_1,6,2.0,6.5,5.0,5.0,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
250,mturk_agent_2,6,2.5,4.0,7.0,6.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
250,mturk_agent_1,6,5.0,5.5,5.0,1.5,2.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
251,mturk_agent_1,5,5.5,2.5,7.0,6.0,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
251,mturk_agent_2,5,3.5,6.0,5.0,6.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
252,mturk_agent_1,8,4.5,4.0,5.0,4.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
252,mturk_agent_2,7,1.5,6.0,5.5,5.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
253,mturk_agent_1,5,1.0,3.5,7.0,7.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
253,mturk_agent_2,5,1.0,6.0,7.0,4.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
254,mturk_agent_2,5,4.0,7.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
254,mturk_agent_1,5,3.5,5.5,6.0,5.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
255,mturk_agent_2,5,1.0,1.0,5.0,2.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
255,mturk_agent_1,5,6.0,7.0,7.0,7.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
256,mturk_agent_1,6,5.5,6.0,7.0,6.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
256,mturk_agent_2,5,4.5,6.5,7.0,6.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
257,mturk_agent_2,5,2.0,6.5,6.5,5.0,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
257,mturk_agent_1,5,6.0,6.5,6.5,6.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
258,mturk_agent_1,5,5.5,3.5,4.5,2.5,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
258,mturk_agent_2,5,5.0,7.0,4.0,6.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
259,mturk_agent_2,6,3.0,4.0,5.5,5.5,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
259,mturk_agent_1,6,3.5,4.5,5.0,6.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
261,mturk_agent_1,6,7.0,6.5,6.5,6.5,3.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
261,mturk_agent_2,5,6.0,3.5,6.0,4.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
262,mturk_agent_2,6,3.0,5.0,7.0,6.5,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
262,mturk_agent_1,6,3.5,6.0,5.0,6.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
263,mturk_agent_1,5,5.0,6.0,6.0,6.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
263,mturk_agent_2,5,2.5,6.5,6.5,7.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
264,mturk_agent_2,5,5.0,5.5,6.0,3.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
264,mturk_agent_1,5,4.0,6.5,6.5,6.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
265,mturk_agent_2,5,4.0,4.0,5.0,2.0,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
265,mturk_agent_1,5,4.5,7.0,6.5,5.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
266,mturk_agent_2,5,3.5,6.5,7.0,6.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
266,mturk_agent_1,5,6.0,6.5,6.5,6.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
267,mturk_agent_2,6,1.5,5.5,6.5,6.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
267,mturk_agent_1,6,6.0,2.5,2.0,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
268,mturk_agent_1,8,4.0,4.0,4.0,4.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
268,mturk_agent_2,8,3.5,4.0,6.5,7.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
269,mturk_agent_2,6,2.5,4.5,4.5,3.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
269,mturk_agent_1,5,5.0,6.5,6.5,7.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
270,mturk_agent_1,6,6.5,7.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
270,mturk_agent_2,5,2.0,2.0,3.5,3.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
271,mturk_agent_2,8,2.5,6.0,6.0,4.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
271,mturk_agent_1,8,6.0,5.5,5.5,4.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
272,mturk_agent_1,6,4.5,5.5,5.5,6.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
272,mturk_agent_2,5,4.0,7.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
273,mturk_agent_2,5,2.5,4.0,7.0,6.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
273,mturk_agent_1,5,3.5,4.0,6.5,7.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
274,mturk_agent_1,6,3.0,6.0,4.5,3.0,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
274,mturk_agent_2,6,1.0,4.5,4.0,3.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
275,mturk_agent_2,5,5.0,5.5,5.5,6.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
275,mturk_agent_1,5,3.0,3.5,4.0,3.5,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
276,mturk_agent_2,5,2.0,6.0,5.5,5.5,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
276,mturk_agent_1,5,4.5,4.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
277,mturk_agent_1,6,5.5,6.0,6.5,6.5,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
277,mturk_agent_2,5,1.0,6.0,6.5,3.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
278,mturk_agent_1,5,1.5,2.0,2.5,1.0,2.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
278,mturk_agent_2,5,1.5,4.5,5.5,3.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
279,mturk_agent_1,5,3.0,5.0,5.5,3.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
279,mturk_agent_2,5,6.5,7.0,7.0,7.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
280,mturk_agent_2,6,2.5,4.5,5.0,3.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
280,mturk_agent_1,5,1.5,5.0,6.0,5.5,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
282,mturk_agent_1,6,5.5,4.0,6.0,5.0,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
282,mturk_agent_2,5,5.0,5.5,5.5,6.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
283,mturk_agent_2,5,1.5,5.5,6.5,6.5,6.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
283,mturk_agent_1,5,5.5,5.5,4.0,5.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
284,mturk_agent_2,5,2.5,5.0,6.5,2.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
284,mturk_agent_1,5,2.5,6.5,5.0,5.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
285,mturk_agent_1,5,4.5,7.0,7.0,4.5,5.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
285,mturk_agent_2,5,1.5,3.5,4.5,1.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
286,mturk_agent_2,5,4.0,5.5,7.0,2.5,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
286,mturk_agent_1,5,5.0,7.0,7.0,5.0,7.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
288,mturk_agent_1,7,3.0,4.5,5.5,1.5,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
288,mturk_agent_2,6,2.0,3.0,4.0,5.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
290,mturk_agent_1,5,5.0,6.0,7.0,6.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
290,mturk_agent_2,5,3.5,4.5,3.5,6.0,3.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
291,mturk_agent_1,5,2.0,2.0,3.5,3.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
291,mturk_agent_2,5,4.0,4.5,5.5,5.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
292,mturk_agent_2,6,5.5,3.5,5.5,6.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
292,mturk_agent_1,6,2.5,6.0,6.0,6.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
293,mturk_agent_1,7,3.0,5.5,6.0,7.0,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
293,mturk_agent_2,7,4.5,4.0,7.0,4.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
294,mturk_agent_1,6,6.0,6.0,6.5,6.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
294,mturk_agent_2,5,3.5,2.5,6.5,3.5,4.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
295,mturk_agent_1,7,3.0,4.5,6.0,3.5,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
295,mturk_agent_2,6,3.0,5.0,7.0,7.0,6.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
296,mturk_agent_1,7,3.5,7.0,7.0,7.0,5.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
296,mturk_agent_2,7,4.0,4.0,4.0,4.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
